기준일자,기업명,종목코드,유형자산의 처분,분기코드,이자의 수취,비유동자산,재고자산,매출총이익,비지배지분,부채총계,이연법인세부채,비유동부채,현금및현금성자산,자본금,이자의 지급,유동부채,기타포괄손익,유형자산,금융수익,매출원가,유형자산의 취득,무형자산,자산총계,유동자산,무형자산의 취득,사업년도,분기명,주가코드,분기종가,발행주식수,PSR,GP/A
20190515,POSCO홀딩스,00155319,4436231721.0,11013,33003563297,37608360849658,4997912504603.0,1088964295366,20828768560,9211315202552,1163836971244.0,5047008023671,419647727341,482403125000,26082460822.0,4164307178881,-12994715018,19952653036327,-258770633463,6727506687412,342130600062,660559525724,55211816256681,17603455407023,63551645186,2019,1분기,005490,240000,1746110000741,53.61324837016185,1.9723392005497158
20190814,POSCO홀딩스,00155319,0.0,11012,74330179494,37038220057223,5384737630988.0,991777331804,73628706565,8244520876130,1206869975139.0,5138815862554,556441450682,482403125000,81228073605.0,3105705013576,36703480967,19321085480933,-456317287608,6484076647311,703191832369,665898315848,54637578175447,17599358118224,79223416599,2019,2분기,005490,206000,1746110000741,48.11472524176128,1.8151927023911982
20191114,POSCO홀딩스,00155319,,11014,117262790850,37711522945019,5285575103930.0,923338031973,77128923465,9091999030441,1160489166108.0,6266838232201,1048877409838,482403125000,105867608710.0,2825160798240,-69948178311,19944285458208,-623502346003,6812556910824,1128328793583,679708140201,55427981733098,17716458788079,120666288490,2019,3분기,005490,220000,1746110000741,49.657370349981555,1.6658337595966306
20200320,POSCO홀딩스,00155319,,11011,147682738270,37494700407090,4988529839417.0,3672637048395,131374361658,10096581285877,1190553024206.0,6765134918740,978138798756,482403125000,160949702386.0,3331446367137,-65599558850,20132198550174,-598302642776,26700873690120,1903965903409,708914719964,55710766417120,18216066010030,132660961689,2019,4분기,005490,144500,1746110000741,8.307004655445715,6.592329067773142
20200515,POSCO홀딩스,00155319,,11013,28266654644,37662025973037,4767695751270.0,739452399840,32287819506,12886436901766,1088318248227.0,8707336045732,2341514001438,482403125000,37792590157.0,4179100856034,-194508301749,20181710082293,-526932371282,6230403636658,672114012757,717739614953,58436377783932,20774351810895,50011318313,2020,1분기,005490,168000,1746110000741,42.087882244391345,1.2653973909439062
20200813,POSCO홀딩스,00155319,-49933905011.0,11012,83513337319,37603367654957,4215793500041.0,142007652082,72875550537,12217346982313,1003013444197.0,7479748906924,2446945191531,482403125000,106973802430.0,4737598075389,33465216703,20187096847697,-551379606873,5742815978922,1322802187529,667490947922,57620108949580,20016741294623,68813410397,2020,2분기,005490,206000,1746110000741,61.12309946853554,0.24645502181584317
20201119,POSCO홀딩스,00155319,-64430911347.0,11014,156619086296,37452397644444,3852918522825.0,513536027093,48962318409,12956200316429,1021937192074.0,7310016434911,2986905929287,482403125000,161098043688.0,5646183881518,5959741109,20085559850095,-573675913486,6064350693634,1817307024585,667803696578,58325739070496,20873341426052,118999583618,2020,3분기,005490,236000,1746110000741,62.646557727484236,0.8804621000555337
20210304,POSCO홀딩스,00155319,-102353755541.0,11011,197306223923,37215015171419,4093829396206.0,2186568366074,155072093371,11680264402625,848316508827.0,6591153732744,1822659511020,482403125000,230536965914.0,5089110669881,-61783269016,20216932016206,-779150335638,24323352080110,2450816085965,621926266536,56794968501529,19579953330110,101427245510,2020,4분기,005490,309000,1746110000741,20.352682359959132,3.84993323134801
20210524,POSCO홀딩스,00155319,-16803850801.0,11013,31087456712,37867525561583,4758851478149.0,1333550234876,129340680525,12585022466455,884405989711.0,6831454100630,1828882715194,482403125000,51859473305.0,5753568365825,75016177618,20078791653983,-471811248080,6466896335617,370230464150,590373046056,58265314086534,20397788524951,18804565960,2021,1분기,005490,355500,1746110000741,79.57776515148845,2.2887549063846957
20210813,POSCO홀딩스,00155319,-31683769749.0,11012,66342747455,37942906522967,5324505558326.0,1865310892744,133390677713,12197787456427,902703516477.0,6850031810265,1681125879120,482403125000,100349928445.0,5347755646162,33581653799,19930520304193,-682276712573,7412042388375,753743320997,563500617592,59000649918779,21057743395812,23448209614,2021,2분기,005490,341000,1746110000741,64.18032085341297,3.1615090601744376
20211115,POSCO홀딩스,00155319,-45611869967.0,11014,99668668182,38510944972349,6528000781715.0,2602146009355,230095933020,15034774196187,848960313901.0,8764362173631,2423235053053,482403125000,151397806816.0,6270412022556,-19283080578,19774323641806,-1133962906386,8712577623117,1198495931927,549698611904,63353600632409,24842655660060,34435584716,2021,3분기,005490,285000,1746110000741,43.98175036136186,4.1073372047994585
20221114,POSCO홀딩스,00155319,-59806284373.0,11011,144368849328,38323878956874,7623202043450.0,7783762345436,628917523612,15207333960857,747652538063.0,7339064914051,2042273512181,482403125000,-716639599180.0,7868269046806,115536077192,19772298550978,-1276011130544,32136438491188,1968288884784,551410426109,64242758955889,25918879999015,49477724415,2021,4분기,005490,294500,1746110000741,12.881433070007375,12.116170712376416
20220516,POSCO홀딩스,00155319,-14485002642.0,11013,38674284562,47458142280986,,2928765425577,214947479400,6207723607323,3009177081728.0,4467709468629,532410194795,482403125000,50424126884.0,1740014138694,14451991543,143758772501,-125555822774,6465259462743,355821595282,13676722585,53333865909937,5875723628951,8668278674,2022,1분기,005490,281000,1746110000741,52.230744121007824,5.49138033706895
20220816,POSCO홀딩스,00155319,-14485002642.0,11012,62434274729,47422658774188,,2733139872051,254454407727,4663745800378,2947065492192.0,4318126500164,251505029994,482403125000,50424126884.0,345619300214,-180818983408,143189169662,-258483606915,-190076440,355821595282,13513844769,51483262433593,4060603659405,8668278674,2022,2분기,005490,258000,1746110000741,164.83887882413933,5.308793077315973
20221114,POSCO홀딩스,00155319,-14485002642.0,11014,87251112870,47402753865253,,1607959638506,213864027182,4326104941212,2785763487427.0,4201026696794,452734593196,482403125000,50424126884.0,125078244418,-13412420521,142646703013,-359096307742,-950323950,356941976458,14401244987,50860490239671,3457736374418,9519018576,2022,3분기,005490,294500,1746110000741,319.9915461350644,3.161510301864525
20230309,POSCO홀딩스,00155319,-14447214917.0,11011,44614715351,46840829094141,,7649292423855,413709215105,3977256531610,2480379296280.0,3858263509655,1415201182566,482403125000,50424126884.0,118993021955,-112325245211,145005572040,-346941713822,6463245690193,359532593243,15901608719,51149119209287,4308290115146,10194840491,2022,4분기,005490,322500,1746110000741,39.90214025912371,14.954885914176486
20230515,POSCO홀딩스,00155319,,11013,12615242265,47262011404127,15028038621129.0,1373435600518,162765430814,4231981875513,2479965237979.0,4003858338544,1306944978428,482403125000,,228123536969,122004644182,139554789507,-158017590224,-1414087500,5361715720,16173368781,51928754579356,4666743175229,753468732,2023,1분기,005490,368000,1746110000741,468.33702983216847,2.6448460234476756
